Date,Month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,high_tide_time_1,htl1,high_tide_time_2,htl2,low_tide_time_1,ltl1,low_tide_time_2,ltl2
31,7,0.7,1.2,2.0,2.6,3.0,3.3,3.5,3.5,3.3,3.1,2.8,2.5,2.4,2.6,3.0,3.2,3.2,3.1,3.0,2.6,2.1,1.6,1.1,0.7,06:26,3.5,16:00,3.2,11:55,2.4,23:53,0.5
1,8,0.6,0.9,1.6,2.3,2.8,3.2,3.5,3.5,3.4,3.2,2.9,2.6,2.2,2.2,2.6,3.1,3.3,3.3,3.2,3.0,2.6,2.1,1.5,1.1,07:00,3.5,17:00,3.3,12:31,2.2,,
2,8,0.7,0.7,1.2,2.0,2.7,3.1,3.4,3.5,3.5,3.2,2.9,2.6,2.2,2.0,2.2,2.7,3.1,3.3,3.3,3.3,3.0,2.5,2.0,1.5,07:17,3.6,18:00,3.3,13:07,2.0,00:30,0.6
3,8,1.0,0.8,1.0,1.7,2.5,3.0,3.3,3.5,3.5,3.3,3.0,2.6,2.3,1.9,1.8,2.1,2.7,3.1,3.3,3.4,3.3,3.0,2.5,1.9,08:00,3.5,19:00,3.4,13:46,1.8,01:08,0.8
4,8,1.5,1.1,1.0,1.4,2.1,2.8,3.3,3.5,3.5,3.4,3.1,2.7,2.3,1.9,1.6,1.6,2.1,2.6,3.1,3.3,3.4,3.3,2.9,2.4,08:00,3.5,20:00,3.4,14:29,1.6,01:46,1.0
5,8,2.0,1.6,1.4,1.4,1.8,2.5,3.1,3.4,3.5,3.5,3.2,2.8,2.4,2.1,1.7,1.4,1.5,2.0,2.5,2.9,3.1,3.3,3.2,2.9,08:15,3.5,21:07,3.3,15:18,1.4,02:27,1.3
6,8,2.5,2.2,1.9,1.7,1.8,2.2,2.8,3.3,3.5,3.5,3.3,3.0,2.6,2.3,1.9,1.5,1.3,1.3,1.7,2.2,2.7,3.0,3.1,3.1,09:00,3.5,22:18,3.1,03:13,1.7,16:15,1.2
7,8,2.9,2.7,2.4,2.2,2.1,2.2,2.5,3.0,3.3,3.4,3.4,3.2,2.9,2.5,2.2,1.7,1.3,1.1,1.1,1.4,1.9,2.4,2.8,3.0,09:17,3.4,23:59,3.1,04:08,2.1,17:23,1.1
8,8,3.1,3.0,2.9,2.7,2.5,2.4,2.4,2.7,3.0,3.3,3.4,3.3,3.1,2.9,2.5,2.1,1.6,1.2,0.9,0.8,1.1,1.7,2.2,2.7,,,10:07,3.4,05:19,2.4,18:37,0.8
9,8,3.0,3.2,3.3,3.2,3.0,2.8,2.6,2.6,2.7,2.9,3.2,3.3,3.3,3.1,2.9,2.6,2.1,1.5,1.0,0.6,0.5,0.8,1.5,2.1,02:00,3.3,11:07,3.3,06:58,2.6,19:46,0.5
10,8,2.7,3.1,3.3,3.5,3.4,3.2,3.0,2.7,2.6,2.6,2.9,3.2,3.3,3.3,3.2,3.0,2.6,2.0,1.4,0.9,0.4,0.3,0.7,1.4,03:07,3.5,12:12,3.3,08:24,2.5,20:45,0.3
11,8,2.2,2.7,3.2,3.5,3.6,3.5,3.3,3.1,2.7,2.4,2.5,2.8,3.2,3.4,3.4,3.3,3.0,2.6,2.0,1.3,0.7,0.3,0.2,0.7,04:00,3.6,13:22,3.4,09:25,2.4,21:38,0.1
12,8,1.5,2.3,2.9,3.3,3.7,3.7,3.6,3.3,3.0,2.6,2.3,2.4,2.8,3.2,3.4,3.4,3.4,3.1,2.5,1.9,1.3,0.6,0.2,0.2,05:00,3.7,15:00,3.4,10:16,2.3,22:26,0.1
13,8,2.0,1.8,2.5,3.0,3.5,3.8,3.7,3.5,3.3,2.9,2.4,2.1,2.3,2.9,3.3,3.5,3.5,3.4,3.1,2.5,1.9,1.2,0.6,0.2,05:25,3.8,16:00,3.5,11:02,2.1,23:10,0.2
14,8,0.4,1.2,2.1,2.8,3.2,3.6,3.8,3.7,3.4,3.1,2.6,2.1,2.0,2.4,2.9,3.3,3.5,3.5,3.4,3.0,2.4,1.8,1.2,0.6,06:02,3.8,17:00,3.5,11:45,1.9,23:52,0.4
15,8,0.4,0.8,1.7,2.5,3.0,3.4,3.7,3.7,3.5,3.2,2.8,2.3,1.8,1.9,2.4,3.0,3.4,3.5,3.6,3.4,2.9,2.3,1.8,1.2,07:00,3.7,18:00,3.6,12:25,1.8,,
16,8,0.7,0.8,1.3,2.2,2.9,3.3,3.6,3.7,3.6,3.3,2.9,2.4,1.9,1.7,1.9,2.5,3.0,3.4,3.5,3.5,3.3,2.8,2.2,1.7,07:00,3.7,18:31,3.5,13:04,1.7,00:30,0.7
17,8,1.2,1.0,1.2,1.9,2.7,3.2,3.5,3.7,3.6,3.3,2.9,2.5,2.1,1.7,1.6,1.9,2.5,3.0,3.3,3.5,3.4,3.1,2.6,2.1,07:20,3.7,19:14,3.5,13:40,1.6,01:00,1.0
18,8,1.7,1.4,1.4,1.8,2.5,3.1,3.4,3.6,3.6,3.4,3.0,2.6,2.2,1.8,1.5,1.6,2.0,2.5,3.0,3.2,3.3,3.2,2.9,2.4,07:31,3.6,20:00,3.3,14:16,1.5,01:32,1.4
19,8,2.1,1.8,1.7,1.9,2.4,2.9,3.3,3.6,3.6,3.4,3.1,2.7,2.3,1.9,1.6,1.4,1.6,2.0,2.5,2.9,3.1,3.1,3.0,2.7,08:00,3.6,21:00,3.1,01:56,1.7,14:53,1.4
20,8,2.4,2.2,2.0,2.1,2.4,2.8,3.2,3.4,3.5,3.4,3.2,2.8,2.4,2.0,1.7,1.5,1.4,1.6,2.0,2.3,2.7,2.9,2.9,2.8,08:02,3.5,22:00,2.9,02:17,2.0,15:36,1.4
21,8,2.6,2.5,2.3,2.3,2.5,2.7,3.0,3.3,3.4,3.4,3.2,2.9,2.5,2.2,1.9,1.6,1.4,1.4,1.6,1.8,2.2,2.5,2.7,2.8,08:29,3.4,23:00,2.8,02:41,2.3,16:28,1.4
22,8,2.7,2.7,2.6,2.6,2.6,2.8,3.0,3.1,3.2,3.3,3.2,3.0,2.7,2.4,2.1,1.8,1.5,1.4,1.3,1.4,1.7,2.0,2.4,2.6,09:00,3.3,,,03:15,2.6,17:40,1.3
23,8,2.8,2.8,2.9,2.9,2.8,2.9,2.9,3.0,3.0,3.1,3.1,3.0,2.8,2.6,2.4,2.1,1.8,1.5,1.3,1.2,1.3,1.5,1.9,2.4,10:00,3.1,02:24,2.9,04:13,2.8,19:08,1.2
24,8,2.6,2.8,3.0,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.9,3.0,2.9,2.8,2.6,2.4,2.1,1.7,1.4,1.2,1.1,1.1,1.5,1.0,03:15,3.1,11:00,3.0,08:51,2.9,20:09,1.1
25,8,2.4,2.8,3.0,3.2,3.3,3.2,3.1,3.0,2.9,2.8,2.8,2.9,2.9,2.9,2.8,2.7,2.4,2.1,1.6,1.3,1.0,0.9,1.1,1.6,04:00,3.3,12:08,2.9,09:29,2.7,20:55,0.9
26,8,2.1,2.6,3.0,3.3,3.4,3.4,3.3,3.1,2.9,2.7,2.6,2.7,2.9,3.0,3.0,2.9,2.8,2.4,2.0,1.6,1.2,0.9,0.9,1.2,04:21,3.4,13:17,3.0,09:58,2.6,21:36,0.9
27,8,1.8,2.4,2.8,3.2,3.4,3.5,3.4,3.2,3.0,2.7,2.5,2.5,2.7,3.0,3.1,3.1,3.0,2.8,2.4,1.9,1.5,1.1,0.9,1.0,05:00,3.5,14:25,3.1,10:27,2.5,22:15,0.8
28,8,1.5,2.2,2.7,3.1,3.4,3.6,3.5,3.3,3.1,2.8,2.4,2.3,2.5,2.9,3.2,3.3,3.3,3.2,2.9,2.4,1.9,1.4,1.0,0.9,05:17,3.6,15:30,3.3,10:57,2.3,22:52,0.9
29,8,1.2,1.9,2.5,3.0,3.3,3.5,3.6,3.4,3.2,2.8,2.5,2.1,2.1,2.5,3.0,3.3,3.4,3.4,3.3,2.9,2.3,1.8,1.4,1.0,06:00,3.6,16:29,3.4,11:30,2.1,23:30,1.0
30,8,1.0,1.5,2.3,2.9,3.3,3.5,3.6,3.5,3.2,2.9,2.5,2.1,1.9,2.1,2.7,3.2,3.5,3.6,3.6,3.3,2.8,2.3,1.8,1.3,06:03,3.6,17:23,3.6,12:04,1.9,,
31,8,1.1,1.3,2.0,2.8,3.3,3.5,3.6,3.6,3.3,2.9,2.5,2.1,1.7,1.6,2.1,2.8,3.3,3.6,3.7,3.6,3.3,2.8,2.2,1.8,18:14,3.7,06:21,3.6,12:40,1.6,00:07,1.1
1,9,1.4,1.3,1.7,2.5,3.2,3.6,3.7,3.7,3.5,3.0,2.6,2.1,1.7,1.4,1.5,2.1,2.9,3.4,3.6,3.7,3.6,3.2,2.7,2.2,06:27,3.7,19:00,3.7,13:18,1.4,00:45,1.3
2,9,1.8,1.6,1.6,2.2,2.9,3.5,3.7,3.7,3.6,3.2,2.7,2.2,1.8,1.4,1.2,1.5,2.2,2.9,3.3,3.6,3.7,3.5,3.1,2.7,06:26,3.7,20:00,3.7,01:23,1.5,13:59,1.2
3,9,2.3,2.0,1.8,2.0,2.6,3.3,3.7,3.7,3.6,3.4,2.9,2.4,2.0,1.5,1.2,1.1,1.4,2.1,2.7,3.2,3.4,3.5,3.4,3.1,07:00,3.7,21:00,3.5,02:00,1.8,14:46,1.1
4,9,2.7,2.5,2.2,2.2,2.4,2.9,3.4,3.7,3.7,3.5,3.2,2.7,2.2,1.8,1.4,1.1,1.0,1.3,1.9,2.5,2.9,3.2,3.3,3.3,07:26,3.7,22:03,3.3,02:47,2.2,15:42,1.0
5,9,3.1,2.9,2.7,2.5,2.5,2.7,3.1,3.4,3.6,3.5,3.3,3.0,2.6,2.2,1.8,1.4,1.0,0.9,1.2,1.7,2.2,2.7,3.0,3.2,08:16,3.6,23:59,3.3,03:44,2.5,16:48,0.9
6,9,3.3,3.2,3.1,3.0,2.8,2.7,2.8,3.0,3.2,3.4,3.4,3.2,2.9,2.6,2.3,1.8,1.4,1.0,0.8,1.0,1.4,2.0,2.5,2.9,,,09:21,3.4,05:05,2.7,18:06,0.8
7,9,3.2,3.4,3.4,3.3,3.2,3.0,2.8,2.7,2.8,3.0,3.2,3.3,3.2,3.0,2.8,2.4,1.9,1.4,0.9,0.7,0.7,1.2,1.8,2.5,02:00,3.4,11:00,3.3,06:56,2.7,19:21,0.6
8,9,2.9,3.3,3.6,3.6,3.5,3.3,3.0,2.7,2.5,2.6,2.9,3.1,3.3,3.3,3.2,3.0,2.5,2.0,1.4,0.9,0.5,0.6,1.1,1.9,03:00,3.6,12:23,3.3,08:15,2.5,20:23,0.5
9,9,2.6,3.1,3.5,3.7,3.8,3.6,3.3,2.9,2.5,2.2,2.4,2.8,3.2,3.3,3.4,3.4,3.1,2.6,2.0,1.4,0.8,0.5,0.6,1.3,04:00,3.8,14:20,3.4,09:10,2.2,21:16,0.5
10,9,2.1,2.8,3.3,3.7,3.9,3.8,3.5,3.1,2.7,2.2,2.0,2.3,2.8,3.2,3.5,3.6,3.5,3.2,2.6,2.0,1.4,0.8,0.5,0.8,04:11,3.9,15:20,3.6,09:57,2.0,22:03,0.5
11,9,1.6,2.4,3.0,3.5,3.8,3.9,3.7,3.3,2.9,2.4,1.9,1.8,2.3,2.9,3.4,3.6,3.7,3.6,3.2,2.6,2.0,1.4,0.9,0.8,05:00,3.9,16:10,3.7,10:40,1.8,22:47,0.7
12,9,1.2,2.1,2.8,3.3,3.7,3.9,3.8,3.5,3.1,2.6,2.1,1.6,1.7,2.3,3.0,3.5,3.7,3.8,3.6,3.2,2.6,2.1,1.5,1.1,05:16,3.9,17:00,3.8,11:20,1.6,23:27,1.0
13,9,1.1,1.7,2.6,3.2,3.6,3.8,3.9,3.6,3.2,2.8,2.3,1.7,1.5,1.8,2.5,3.1,3.5,3.8,3.8,3.6,3.1,2.6,2.1,1.6,06:00,3.9,18:00,3.8,11:59,1.5,23:59,1.3
14,9,1.3,1.6,2.3,3.0,3.5,3.7,3.8,3.7,3.4,2.9,2.4,1.9,1.5,1.4,1.9,2.6,3.2,3.6,3.8,3.7,3.4,2.9,2.5,2.1,06:00,3.8,18:23,3.8,,,12:35,1.4
15,9,1.7,1.7,2.1,2.8,3.4,3.7,3.8,3.7,3.5,3.0,2.5,2.0,1.6,1.3,1.5,2.1,2.8,3.3,3.6,3.7,3.6,3.2,2.8,2.4,06:08,3.8,19:04,3.7,00:35,1.7,13:09,1.3
16,9,2.1,2.0,2.2,2.7,3.3,3.7,3.8,3.7,3.5,3.1,2.6,2.1,1.7,1.4,1.3,1.6,2.2,2.8,3.2,3.5,3.5,3.4,3.0,2.7,06:11,3.8,20:00,3.5,01:00,2.0,13:41,1.3
17,9,2.4,2.3,2.3,2.6,3.1,3.5,3.7,3.7,3.5,3.2,2.7,2.3,1.8,1.5,1.3,1.4,1.8,2.3,2.8,3.1,3.3,3.3,3.1,2.9,06:23,3.7,20:29,3.4,01:23,2.3,14:14,1.3
18,9,2.7,2.5,2.5,2.7,3.0,3.4,3.6,3.6,3.5,3.2,2.8,2.4,2.0,1.7,1.4,1.3,1.5,1.9,2.3,2.7,3.0,3.2,3.1,3.0,07:00,3.6,21:21,3.2,01:44,2.5,14:51,1.3
19,9,2.8,2.8,2.7,2.8,3.0,3.2,3.4,3.5,3.4,3.2,2.9,2.5,2.2,1.9,1.6,1.4,1.4,1.6,1.9,2.2,2.5,2.8,3.0,3.0,07:00,3.5,23:00,3.0,02:00,2.7,15:37,1.4
20,9,3.0,3.0,2.9,2.9,3.0,3.1,3.3,3.3,3.3,3.2,3.0,2.7,2.4,2.1,1.9,1.6,1.5,1.4,1.6,1.8,2.1,2.4,2.7,2.9,,,07:00,3.3,02:52,2.9,16:37,1.4
21,9,3.0,3.1,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.0,2.9,2.8,2.6,2.4,2.2,2.0,1.7,1.5,1.4,1.5,1.7,2.0,2.4,2.7,02:24,3.2,06:21,3.2,04:26,3.1,18:00,1.4
22,9,3.0,3.2,3.3,3.4,3.3,3.2,3.1,3.0,2.9,2.8,2.8,2.8,2.7,2.6,2.5,2.4,2.1,1.7,1.5,1.4,1.4,1.6,2.0,2.4,03:00,3.4,,,,,19:21,1.3
23,9,2.8,3.1,3.4,3.5,3.5,3.3,3.1,2.9,2.7,2.6,2.7,2.8,2.9,2.9,2.8,2.7,2.5,2.1,1.7,1.4,1.3,1.3,1.7,2.2,03:22,3.5,13:00,2.9,09:18,2.6,20:18,1.3
24,9,2.7,3.1,3.4,3.6,3.6,3.5,3.2,3.0,2.7,2.5,2.5,2.6,2.9,3.0,3.1,3.1,2.9,2.6,2.1,1.7,1.4,1.3,1.4,1.9,04:00,3.6,14:25,3.1,09:33,2.4,21:00,1.3
25,9,2.5,2.9,3.3,3.6,3.7,3.6,3.4,3.0,2.7,2.4,2.2,2.4,2.8,3.1,3.3,3.3,3.3,3.0,2.6,2.1,1.7,1.4,1.3,1.6,04:07,3.7,15:15,3.3,09:58,2.2,21:45,1.3
26,9,2.2,2.8,3.3,3.5,3.7,3.7,3.5,3.1,2.8,2.4,2.1,2.1,2.5,3.0,3.3,3.5,3.6,3.5,3.1,2.6,2.2,1.8,1.5,1.5,04:28,3.7,16:00,3.6,10:28,2.0,22:25,1.4
27,9,2.0,2.7,3.2,3.5,3.7,3.7,3.6,3.2,2.8,2.4,2.0,1.8,2.0,2.6,3.2,3.6,3.7,3.8,3.6,3.1,2.6,2.2,1.8,1.6,17:00,3.8,05:00,3.7,11:00,1.8,23:05,1.6
28,9,1.8,2.4,3.1,3.6,3.7,3.8,3.7,3.3,2.9,2.5,2.0,1.6,1.6,2.1,2.8,3.4,3.7,3.9,3.9,3.6,3.1,2.6,2.2,1.9,17:27,3.9,05:00,3.8,23:45,1.7,11:37,1.5
29,9,1.8,2.2,2.9,3.5,3.8,3.8,3.7,3.5,3.0,2.5,2.1,1.6,1.3,1.5,2.2,3.0,3.6,3.9,4.0,3.9,3.6,3.1,2.7,2.3,18:15,4.0,05:00,3.8,,,12:14,1.3
30,9,2.0,2.0,2.6,3.4,3.8,3.9,3.8,3.6,3.2,2.7,2.2,1.7,1.3,1.1,1.5,2.3,3.1,3.6,3.9,4.0,3.9,3.5,3.0,2.7,19:00,4.0,05:00,3.9,00:24,1.9,12:53,1.1
1,10,2.4,2.2,2.4,3.0,3.7,4.0,3.9,3.8,3.4,2.9,2.3,1.8,1.4,1.0,1.0,1.5,2.3,3.1,3.5,3.8,3.9,3.7,3.4,3.0,05:18,4.0,20:00,3.9,01:00,2.2,13:35,0.9
2,10,2.7,2.5,2.4,2.7,3.3,3.8,4.0,3.9,3.6,3.2,2.6,2.1,1.6,1.2,0.9,1.0,1.5,2.3,3.0,3.4,3.7,3.7,3.6,3.3,06:00,4.0,21:00,3.7,01:45,2.4,14:22,0.9
3,10,3.1,2.9,2.7,2.7,3.0,3.5,3.8,3.9,3.7,3.4,3.0,2.4,1.9,1.5,1.1,0.9,1.0,1.5,2.2,2.8,3.2,3.5,3.6,3.5,07:00,3.9,22:00,3.6,02:33,2.7,15:15,0.9
4,10,3.3,3.2,3.0,2.9,2.9,3.1,3.4,3.6,3.6,3.5,3.2,2.8,2.4,2.0,1.6,1.2,0.9,1.0,1.4,2.0,2.6,3.0,3.3,3.5,08:00,3.6,23:59,3.5,03:35,2.8,16:19,0.9
5,10,3.5,3.4,3.4,3.2,3.0,2.9,3.0,3.2,3.3,3.4,3.3,3.1,2.8,2.5,2.2,1.7,1.3,1.0,1.0,1.3,1.8,2.4,2.9,3.3,,,09:00,3.4,05:03,2.9,17:34,1.0
6,10,3.5,3.6,3.6,3.5,3.3,3.0,2.8,2.7,2.9,3.1,3.2,3.2,3.2,3.0,2.8,2.4,1.9,1.4,1.1,1.0,1.2,1.8,2.4,3.0,02:00,3.6,11:00,3.2,06:49,2.7,18:50,0.9
7,10,3.4,3.6,3.8,3.8,3.5,3.2,2.8,2.5,2.4,2.5,2.9,3.2,3.3,3.3,3.3,3.0,2.6,2.0,1.5,1.1,1.0,1.2,1.9,2.6,02:19,3.8,13:00,3.3,07:58,2.4,19:54,0.9
8,10,3.1,3.5,3.8,3.9,3.8,3.4,3.0,2.6,2.2,2.0,2.3,2.8,3.2,3.4,3.6,3.5,3.2,2.7,2.1,1.6,1.2,1.0,1.4,2.1,03:00,3.9,14:19,3.6,08:48,2.0,20:48,1.0
9,10,2.9,3.4,3.8,4.0,4.0,3.7,3.2,2.8,2.2,1.8,1.8,2.3,2.9,3.4,3.6,3.8,3.7,3.3,2.7,2.2,1.7,1.3,1.3,1.7,03:27,4.0,15:12,3.8,09:32,1.7,21:36,1.2
10,10,2.5,3.2,3.7,3.9,4.0,3.9,3.4,3.0,2.4,1.9,1.5,1.7,2.3,3.0,3.5,3.8,3.9,3.8,3.3,2.8,2.3,1.8,1.5,1.6,04:00,4.0,16:00,3.9,10:13,1.5,22:19,1.5
11,10,2.2,3.0,3.6,3.9,4.0,4.0,3.6,3.1,2.6,2.1,1.6,1.4,1.7,2.5,3.2,3.7,3.9,4.0,3.7,3.3,2.8,2.4,2.0,1.8,04:19,4.0,17:00,4.0,22:59,1.8,10:53,1.4
12,10,2.1,2.8,3.4,3.8,4.0,4.0,3.8,3.3,2.8,2.3,1.8,1.3,1.3,1.9,2.7,3.3,3.7,4.0,3.9,3.7,3.2,2.8,2.5,2.2,05:00,4.0,17:28,4.0,23:35,2.1,11:30,1.3
13,10,2.1,2.6,3.2,3.8,4.0,4.0,3.8,3.5,3.0,2.4,1.9,1.5,1.2,1.4,2.1,2.9,3.4,3.8,3.9,3.8,3.5,3.2,2.8,2.6,05:00,4.0,18:12,3.9,,,12:06,1.2
14,10,2.4,2.5,3.1,3.6,3.9,4.0,3.8,3.6,3.1,2.6,2.1,1.6,1.2,1.2,1.6,2.3,3.0,3.5,3.7,3.8,3.7,3.4,3.1,2.8,05:00,4.0,19:00,3.8,00:07,2.4,12:39,1.2
15,10,2.6,2.6,2.9,3.4,3.8,4.0,3.9,3.6,3.2,2.7,2.2,1.8,1.4,1.2,1.3,1.8,2.5,3.1,3.4,3.7,3.7,3.5,3.3,3.0,05:00,4.0,20:00,3.7,00:35,2.6,13:10,1.1
16,10,2.9,2.8,2.9,3.3,3.7,3.9,3.8,3.6,3.3,2.9,2.4,1.9,1.5,1.2,1.2,1.5,2.0,2.6,3.1,3.4,3.6,3.5,3.4,3.2,05:15,3.9,20:24,3.6,01:00,2.8,13:42,1.2
17,10,3.0,2.9,2.9,3.1,3.5,3.7,3.7,3.6,3.3,3.0,2.5,2.1,1.7,1.4,1.2,1.3,1.7,2.2,2.6,3.0,3.3,3.4,3.4,3.3,06:00,3.7,21:17,3.4,01:32,2.9,14:18,1.2
18,10,3.2,3.1,3.1,3.1,3.3,3.5,3.6,3.5,3.3,3.1,2.7,2.3,2.0,1.7,1.5,1.3,1.5,1.8,2.2,2.6,2.9,3.2,3.3,3.3,06:00,3.6,23:00,3.3,02:13,3.1,15:00,1.3
19,10,3.3,3.3,3.2,3.2,3.2,3.3,3.4,3.3,3.2,3.0,2.8,2.5,2.2,2.0,1.8,1.6,1.5,1.6,1.9,2.2,2.5,2.9,3.1,3.3,,,06:01,3.4,03:19,3.2,15:57,1.5
20,10,3.4,3.4,3.4,3.3,3.2,3.2,3.2,3.1,3.0,2.9,2.9,2.7,2.5,2.4,2.2,1.9,1.7,1.6,1.6,1.9,2.1,2.5,2.9,3.2,02:00,3.4,,,,,17:04,1.6
21,10,3.4,3.5,3.6,3.5,3.4,3.1,3.0,2.9,2.8,2.8,2.8,2.8,2.8,2.7,2.6,2.4,2.1,1.8,1.6,1.7,1.9,2.2,2.6,3.0,02:09,3.6,,,,,18:19,1.6
22,10,3.3,3.5,3.7,3.7,3.5,3.2,2.9,2.7,2.6,2.6,2.7,2.9,3.0,3.0,3.0,2.9,2.6,2.2,1.9,1.7,1.7,1.9,2.3,2.8,03:00,3.7,13:16,3.0,08:35,2.5,19:28,1.7
23,10,3.2,3.5,3.7,3.8,3.7,3.4,3.0,2.6,2.4,2.3,2.4,2.7,3.0,3.2,3.3,3.3,3.1,2.7,2.3,2.0,1.8,1.8,2.1,2.6,03:00,3.8,14:24,3.3,08:53,2.3,20:24,1.7
24,10,3.1,3.5,3.7,3.8,3.8,3.5,3.1,2.7,2.3,2.0,2.1,2.4,2.9,3.3,3.5,3.6,3.5,3.2,2.8,2.4,2.1,1.9,2.0,2.4,03:13,3.8,15:10,3.6,09:22,2.0,21:12,1.9
25,10,3.0,3.5,3.7,3.9,3.8,3.6,3.2,2.8,2.3,1.9,1.7,2.0,2.6,3.2,3.6,3.8,3.9,3.7,3.3,2.9,2.5,2.2,2.0,2.3,03:27,3.9,16:00,3.9,21:58,2.0,09:56,1.7
26,10,2.8,3.4,3.8,3.9,3.9,3.7,3.3,2.9,2.4,1.9,1.6,1.5,2.0,2.8,3.4,3.8,4.0,4.0,3.8,3.4,3.0,2.6,2.3,2.2,17:00,4.0,03:26,3.9,22:42,2.2,10:33,1.5
27,10,2.6,3.3,3.8,4.0,3.9,3.8,3.5,3.0,2.5,2.0,1.6,1.2,1.4,2.1,3.0,3.6,3.9,4.1,4.1,3.8,3.4,3.1,2.7,2.5,17:27,4.1,03:11,4.0,23:25,2.4,11:12,1.2
28,10,2.5,3.0,3.7,4.1,4.1,3.9,3.7,3.2,2.7,2.1,1.7,1.2,1.0,1.4,2.3,3.1,3.7,4.0,4.1,4.1,3.8,3.4,3.1,2.8,04:00,4.1,18:17,4.1,,,11:53,1.0
29,10,2.6,2.8,3.4,4.0,4.2,4.1,3.8,3.5,2.9,2.3,1.8,1.3,0.9,0.9,1.5,2.4,3.2,3.7,4.0,4.1,4.0,3.7,3.4,3.1,04:01,4.2,19:08,4.1,00:08,2.6,12:34,0.8
30,10,2.9,2.7,3.0,3.6,4.1,4.2,4.0,3.7,3.2,2.7,2.1,1.6,1.1,0.8,0.9,1.6,2.5,3.2,3.6,3.9,4.0,3.9,3.6,3.4,05:00,4.2,20:00,4.0,00:52,2.7,13:18,0.7
31,10,3.2,2.9,2.9,3.2,3.8,4.1,4.0,3.8,3.5,3.0,2.4,1.9,1.4,1.0,0.7,1.0,1.7,2.5,3.1,3.5,3.8,3.9,3.8,3.6,05:21,4.1,21:00,3.9,01:38,2.9,14:00,0.7
1,11,3.4,3.2,3.0,3.0,3.3,3.7,3.9,3.8,3.6,3.3,2.8,2.3,1.8,1.4,1.0,0.8,1.1,1.8,2.5,3.0,3.4,3.7,3.8,3.7,06:10,3.9,22:00,3.8,02:29,3.0,14:55,0.8
2,11,3.6,3.4,3.2,3.0,3.0,3.2,3.5,3.7,3.6,3.5,3.2,2.8,2.3,1.9,1.5,1.1,1.0,1.3,1.8,2.4,3.0,3.4,3.6,3.7,07:14,3.7,23:11,3.7,03:32,3.0,15:52,1.0
3,11,3.7,3.6,3.5,3.2,3.0,2.9,3.0,3.2,3.4,3.4,3.3,3.1,2.8,2.5,2.1,1.7,1.3,1.2,1.4,1.8,2.4,3.0,3.4,3.7,,,09:00,3.4,04:54,2.9,16:58,1.2
4,11,3.8,3.8,3.7,3.4,3.1,2.8,2.6,2.7,2.9,3.1,3.3,3.3,3.2,3.0,2.7,2.3,1.9,1.5,1.4,1.5,1.9,2.5,3.1,3.5,01:00,3.8,11:00,3.3,06:24,2.6,18:10,1.4
5,11,3.8,3.9,3.9,3.7,3.3,2.9,2.5,2.3,2.3,2.6,3.0,3.3,3.4,3.4,3.3,3.0,2.6,2.1,1.7,1.5,1.6,2.1,2.7,3.3,01:28,3.9,13:00,3.4,07:30,2.2,19:17,1.5
6,11,3.7,3.9,4.0,3.9,3.6,3.1,2.6,2.2,1.9,2.0,2.4,2.9,3.3,3.6,3.6,3.5,3.2,2.7,2.3,1.9,1.7,1.8,2.3,3.0,02:00,4.0,14:00,3.6,08:20,1.9,20:14,1.7
7,11,3.6,3.9,4.1,4.1,3.8,3.3,2.8,2.3,1.8,1.6,1.8,2.4,3.0,3.5,3.7,3.8,3.7,3.3,2.8,2.4,2.1,2.0,2.2,2.7,03:00,4.1,15:00,3.8,21:00,2.0,09:04,1.6
8,11,3.4,3.8,4.1,4.1,4.0,3.6,3.0,2.5,2.0,1.5,1.4,1.8,2.5,3.2,3.6,3.9,3.9,3.7,3.3,2.9,2.6,2.3,2.2,2.5,03:00,4.1,16:00,3.9,21:48,2.2,09:45,1.4
9,11,3.2,3.8,4.1,4.1,4.0,3.8,3.2,2.7,2.1,1.6,1.3,1.3,1.9,2.7,3.3,3.7,4.0,4.0,3.7,3.3,3.0,2.8,2.6,2.6,03:00,4.1,17:00,4.0,22:30,2.5,10:25,1.2
10,11,3.0,3.6,4.0,4.1,4.1,3.9,3.4,2.9,2.3,1.8,1.4,1.1,1.4,2.1,2.9,3.5,3.8,4.0,3.9,3.7,3.4,3.1,2.9,2.8,03:01,4.1,17:18,4.0,23:08,2.8,11:00,1.1
11,11,2.9,3.4,3.9,4.1,4.1,3.9,3.6,3.1,2.5,2.0,1.6,1.2,1.1,1.6,2.3,3.1,3.5,3.8,4.0,3.9,3.6,3.4,3.2,3.0,03:17,4.1,18:05,4.0,23:44,2.9,11:38,1.1
12,11,2.9,3.2,3.7,4.0,4.1,3.9,3.7,3.3,2.7,2.2,1.7,1.3,1.1,1.2,1.8,2.6,3.2,3.6,3.8,3.9,3.8,3.6,3.4,3.2,04:00,4.1,19:00,3.9,,,12:12,1.1
13,11,3.1,3.1,3.5,3.8,4.0,3.9,3.7,3.4,2.9,2.4,1.9,1.5,1.2,1.1,1.4,2.1,2.7,3.2,3.6,3.8,3.8,3.7,3.5,3.4,04:05,4.0,20:00,3.8,00:19,3.1,12:45,1.0
